solvent,solute,deltaG,logK
CC(=O)N(C)C,CC1CCCCC1,-0.15972999999999998,2.7
CC(=O)N(C)C,CC(C)CCC(C)C,-0.15263,2.58
CC(=O)N(C)C,CCC(C)C,-0.08578,1.45
CC(=O)N(C)C,CC=C(C)C,-0.11180999999999999,1.89
CC(=O)N(C)C,C1CCC=CC1,-0.15086,2.55
CC(=O)N(C)C,C(=C(Cl)Cl)Cl,-0.20824,3.52
CC(=O)N(C)C,COC=O,-0.1479,2.5
CC(=O)N(C)C,S,-0.09761,1.65
CC(=O)N(C)C,CC(C)CC(=O)C,-0.22716999999999998,3.84
CC(=O)N(C)C,C/C=C\C=C,-0.13547,2.29
CC(=O)N(C)C,C/C=C/C=C,-0.13310999999999998,2.25
CC(=O)N(C)C,CC=O,-0.13962,2.36
CC(=O)N(C)C,CC(C)C=O,-0.17511,2.96
CC(=O)N(C)C,C=CCO,-0.20351,3.44
CC(=O)N(C)C,c1ccoc1,-0.1615,2.73
CC(=O)N(C)C,CC(=O)N(C)C,-0.29343,4.96
CC(=O)N(C)C,CC(C)OC(C)(C)C,-0.16269,2.75
CCCCCl,CCCCC,-0.13938,2.356
CCCCCl,CCCCCC,-0.1673,2.8280000000000003
CCCCCl,CCCCCCC,-0.19984000000000002,3.378
CCCCCl,C1CCCCC1,-0.18115,3.062
CCCCCl,C(Cl)Cl,-0.15375999999999998,2.5989999999999998
CCCCCl,C(Cl)(Cl)Cl,-0.17670999999999998,2.987
CCCCCl,C(Cl)(Cl)(Cl)Cl,-0.18594000000000002,3.1430000000000002
CCCCCl,CI,-0.14932,2.524
CCCCCl,CCI,-0.17795,3.008
CCCCCl,CCOCC,-0.14712999999999998,2.487
CCCCCl,CCCOCCC,-0.20285999999999998,3.429
CCCCCl,CC(C)OC(C)C,-0.17884,3.023
CCCCCl,C1COCCO1,-0.20818000000000003,3.5189999999999997
CCCCCl,CC(=O)C,-0.15700999999999998,2.654
CCCCCl,CC#N,-0.15748,2.662
CCCCCl,CCN(CC)CC,-0.19824,3.3510000000000004
CCCCCl,C[N+](=O)[O-],-0.17600000000000002,2.975
CCCCCl,CCO,-0.13335,2.254
CCCCCl,CCCCO,-0.19966,3.375
CCCCCl,CCCCCCO,-0.25941,4.385
CCCCCl,CCCCCCCCO,-0.31306999999999996,5.292000000000001
CCCCCl,c1ccccc1,-0.19327,3.267
CCCCCl,Cc1ccccc1,-0.22339,3.7760000000000002
CCCCCl,c1ccc(cc1)Cl,-0.24243,4.098
CCCCCl,CCBr,-0.15174,2.565
CCCCCl,CCOC(=O)C,-0.18765,3.1719999999999997
CCCCCl,CC(C)CC(C)(C)C,-0.19842,3.3539999999999996
CCCCCl,CCCCCl,-0.19185,3.2430000000000003
CCCCCl,C(CCl)Cl,-0.19179000000000002,3.242
CCCCCl,CCCCl,-0.15985,2.702
CCCCCl,CC(C)CO,-0.19114,3.2310000000000003
CCCCCl,CCC(C)O,-0.18103,3.06
CCCCCl,CC(C)(C)O,-0.16552999999999998,2.798
CCCCCl,CC(Cl)(Cl)Cl,-0.18777,3.174
CCCCCl,C1CCC=CC1,-0.18930999999999998,3.2
CCCCCl,C1CCC(=O)C1,-0.23664000000000002,4.0
CCCCCl,CC(=C)CC(C)(C)C,-0.20611,3.484
CCCCCl,c1ccc(cc1)N,-0.28911,4.887
CCCCCl,II,-0.24456,4.1339999999999995
CCCCCl,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,-0.46097,7.792000000000001
CCCCCl,CCC(C)Cl,-0.18055,3.052
CCCCCl,CCCCOC,-0.18452000000000002,3.1189999999999998
CCCCCl,CCOCOCC,-0.20232,3.42
CCCCCl,COCCOC,-0.19972,3.3760000000000003
CCCCCl,CN(C)/C(=N\c1ccc(c(c1)Cl)Cl)/O,-0.5771,9.755
CCCCO,[He],0.09347000000000001,-1.58
CCCCO,[Ne],0.08578,-1.45
CCCCO,[Ar],0.036680000000000004,-0.62
CCCCO,[Kr],0.01065,-0.18
CCCCO,[Xe],-0.02366,0.4
CCCCO,[HH],0.06803,-1.15
CCCCO,O=O,0.04023,-0.68
CCCCO,N#N,0.053829999999999996,-0.91
CCCCO,[N-]=[N+]=O,-0.02366,0.4
CCCCO,C(=O)=O,-0.017159999999999998,0.29
CCCCO,C,0.018340000000000002,-0.31
CCCCO,CC,-0.02721,0.46
CCCCO,CCC,-0.058570000000000004,0.99
CCCCO,CCCC,-0.08105,1.37
CCCCO,CC(C)C,-0.08282,1.4
CCCCO,CCCCC,-0.11714000000000001,1.98
CCCCO,CCCCCC,-0.14435,2.44
CCCCO,CCCC(C)C,-0.13547,2.29
CCCCO,CCCCCCC,-0.17038,2.88
CCCCO,CC(C)CC(C)C,-0.15157,2.562
CCCCO,CCCCCCCC,-0.19286,3.26
CCCCO,CC(C)C(C)C(C)C,-0.18345,3.1010000000000004
CCCCO,C1CCCCC1,-0.1615,2.73
CCCCO,CCC1CCCCC1,-0.20363,3.4419999999999997
CCCCO,C=C,-0.02011,0.34
CCCCO,CC=C,-0.06093,1.03
CCCCO,C/C=C/C,-0.09287999999999999,1.57
CCCCO,C/C=C\C,-0.09643,1.63
CCCCO,C=CC=C,-0.0917,1.55
CCCCO,C#C,-0.0355,0.6
CCCCO,C(F)(F)(F)F,0.04792,-0.81
CCCCO,CCCl,-0.10826,1.83
CCCCO,C(Cl)Cl,-0.14257,2.41
CCCCO,C(Cl)(Cl)Cl,-0.17452,2.95
CCCCO,C(Cl)(Cl)(Cl)Cl,-0.16801,2.84
CCCCO,CI,-0.13193,2.23
CCCCO,CCI,-0.15677,2.65
CCCCO,CC(F)F,-0.059160000000000004,1.0
CCCCO,COC,-0.08874,1.5
CCCCO,CCOCC,-0.13429000000000002,2.27
CCCCO,CCCOCCC,-0.17925,3.03
CCCCO,CC(C)OC(C)C,-0.16269,2.75
CCCCO,CCCCOCCCC,-0.2319,3.92
CCCCO,C1COCCO1,-0.19818,3.35
CCCCO,CC(=O)C,-0.15204,2.57
CCCCO,CCC(=O)C,-0.17865999999999999,3.02
CCCCO,CC#N,-0.15381,2.6
CCCCO,CCC#N,-0.17393,2.94
CCCCO,CCCC#N,-0.20055,3.39
CCCCO,N,-0.10412,1.76
CCCCO,CCN(CC)CC,-0.21061,3.56
CCCCO,C[N+](=O)[O-],-0.16683,2.82
CCCCO,CO,-0.17865999999999999,3.02
CCCCO,CCO,-0.21061,3.56
CCCCO,CCCO,-0.22658000000000003,3.83
CCCCO,CCCCO,-0.26444,4.47
CCCCO,CCCCCO,-0.29343,4.96
CCCCO,FS(F)(F)(F)(F)F,0.01124,-0.19
CCCCO,c1ccccc1,-0.16979,2.87
CCCCO,Cc1ccccc1,-0.19582,3.31
CCCCO,CCc1ccccc1,-0.21581,3.648
CCCCO,CCBr,-0.13133,2.22
CCCCO,CN(C)C,-0.12600999999999998,2.13
CCCCO,CC(C)O,-0.21771,3.68
CCCCO,C(=S)=S,-0.1337,2.26
CCCCO,c1ccncc1,-0.23368000000000003,3.95
CCCCO,CCOC(=O)C,-0.17215,2.91
CCCCO,C1CC1,-0.07454,1.26
CCCCO,CCC=C,-0.08696,1.47
CCCCO,CC(=C)C,-0.09406,1.59
CCCCO,CC(C)(C)Cl,-0.12838,2.17
CCCCO,CC(C)(C)Br,-0.14317,2.42
CCCCO,C(C(F)(Cl)Cl)(F)(Cl)Cl,-0.16032000000000002,2.71
CCCCO,C[Sn](C)(C)C,-0.15204,2.57
CCCCO,c1ccc(cc1)CCl,-0.26444,4.47
CCCCO,c1ccc(cc1)CBr,-0.27626999999999996,4.67
CCCCO,Cc1cccnc1,-0.27805,4.7
CCCCO,[2H][2H],0.06626,-1.12
CCCCO,CCC(C)CC,-0.13843,2.34
CCCCO,CCC(C)(C)C,-0.12542,2.12
CCCCO,CC(C)C(C)C,-0.13310999999999998,2.25
CCCCO,CCCC=C,-0.11477000000000001,1.94
CCCCO,CC(C)C=C,-0.10826,1.83
CCCCO,CCCCC=C,-0.13962,2.36
CCCCO,CC(=C)C=C,-0.12542,2.12
CCCCO,C(CCl)Cl,-0.17275,2.92
CCCCO,CCCCl,-0.13725,2.32
CCCCO,C=CC=O,-0.13902,2.35
CCCCO,CN,-0.12542,2.12
CCCCO,CC(=O)O,-0.25734,4.35
CCCCO,CC(C)CO,-0.24906,4.21
CCCCO,CCC(C)O,-0.23840999999999998,4.03
CCCCO,CC(C)(C)O,-0.22244,3.76
CCCCO,CC[Sn](CC)(CC)CC,-0.26799,4.53
CCCCO,c1(c(c(c(c(c1F)F)F)F)F)F,-0.15026,2.54
CCCCCCCCC,[He],0.08832000000000001,-1.493
CCCCCCCCC,[Ne],0.07874,-1.331
CCCCCCCCC,[Ar],0.027630000000000002,-0.467
CCCCCCCCC,[Kr],0.0007099999999999999,-0.012
CCCCCCCCC,[Xe],-0.0355,0.6
CCCCCCCCC,[HH],0.06046,-1.022
CCCCCCCCC,O=O,0.03171,-0.536
CCCCCCCCC,N#N,0.04384,-0.741
CCCCCCCCC,C,0.008759999999999999,-0.14800000000000002
CCCCCCCCC,CC,-0.04041,0.6829999999999999
CCCCCCCCC,CCC,-0.07424,1.255
CCCCCCCCC,CCCC,-0.10695999999999999,1.808
CCCCCCCCC,CC(C)C,-0.09815,1.659
CCCCCCCCC,CCCCC,-0.13784000000000002,2.33
CCCCCCCCC,CCCCCC,-0.16742,2.83
CCCCCCCCC,CCCC(C)C,-0.15914,2.69
CCCCCCCCC,CCCCCCC,-0.19759000000000002,3.34
CCCCCCCCC,CC(C)CC(C)C,-0.17748,3.0
CCCCCCCCC,CCCCCCCC,-0.22599,3.82
CCCCCCCCC,CC(C)C(C)C(C)C,-0.2112,3.57
CCCCCCCCC,CCCCCCCCC,-0.25911999999999996,4.38
CCCCCCCCC,C1CCCCC1,-0.17925,3.03
CCCCCCCCC,CCC1CCCCC1,-0.23071999999999998,3.9
CCCCCCCCC,C=C,-0.0252,0.426
CCCCCCCCC,CC=C,-0.07342,1.2409999999999999
CCCCCCCCC,C(F)(F)(F)F,0.034839999999999996,-0.589
CCCCCCCCC,FS(F)(F)(F)(F)F,-0.00603,0.102
CCCCCCCCC,CCC=C,-0.10536,1.781
CCCCCCCCC,CC(=C)C,-0.10359000000000002,1.751
CCCCCCCCC,CC(C)CCC(C)C,-0.20765,3.51
CC#N,CCCCC,-0.09495,1.605
CC#N,CCCCCC,-0.11359000000000001,1.92
CC#N,CCCC(C)C,-0.10755,1.818
CC#N,CCCCCCC,-0.13542,2.289
CC#N,CC(C)CC(C)C,-0.11992,2.0269999999999997
CC#N,CCCCCCCC,-0.15665,2.648
CC#N,CC(C)C(C)C(C)C,-0.14849,2.51
CC#N,CCCCCCCCC,-0.17865999999999999,3.02
CC#N,C1CCCCC1,-0.13062,2.208
CC#N,CCC1CCCCC1,-0.16665,2.8169999999999997
CC#N,C1COCCO1,-0.22710999999999998,3.839
CC#N,CCC(=O)C,-0.20718000000000003,3.502
CC#N,CCO,-0.18807000000000001,3.179
CC#N,Cc1ccccc1,-0.20499,3.465
CC#N,CC(C)CCC(C)C,-0.14151,2.392
CC(=O)C,[He],0.08578,-1.45
CC(=O)C,[Ne],0.07572000000000001,-1.28
CC(=O)C,[Ar],0.030760000000000003,-0.52
CC(=O)C,[Kr],0.00414,-0.07
CC(=O)C,[Xe],-0.029580000000000002,0.5
CC(=O)C,[Rn],-0.04437,0.75
CC(=O)C,[HH],0.059160000000000004,-1.0
CC(=O)C,O=O,0.03313,-0.56
CC(=O)C,N#N,0.04437,-0.75
CC(=O)C,[N-]=[N+]=O,-0.04555,0.77
CC(=O)C,[C-]#[O+],0.0349,-0.59
CC(=O)C,C(=O)=O,-0.04674,0.79
CC(=O)C,O=S=O,-0.15263,2.58
CC(=O)C,C,0.013019999999999999,-0.22
CC(=O)C,CC,-0.029580000000000002,0.5
CC(=O)C,CCC,-0.059160000000000004,1.0
CC(=O)C,CCCC,-0.09229,1.56
CC(=O)C,CC(C)C,-0.08105,1.37
CC(=O)C,CCCCC,-0.11714000000000001,1.98
CC(=O)C,CC(C)(C)C,-0.09643,1.63
CC(=O)C,CCCCCC,-0.14021,2.37
CC(=O)C,CCCC(C)C,-0.13252,2.24
CC(=O)C,CCCCCCC,-0.16624,2.81
CC(=O)C,CC(C)CC(C)C,-0.14908,2.52
CC(=O)C,CCCCCCCC,-0.19108,3.23
CC(=O)C,CC(C)C(C)C(C)C,-0.17925,3.03
CC(=O)C,CCCCCCCCC,-0.21652,3.66
CC(=O)C,C1CCCCC1,-0.15381,2.6
CC(=O)C,CCC1CCCCC1,-0.19641,3.32
CC(=O)C,C=C,-0.03313,0.56
CC(=O)C,C/C=C/C,-0.10708,1.81
CC(=O)C,C=CC=C,-0.11890999999999999,2.01
CC(=O)C,C#C,-0.07927000000000001,1.34
CC(=O)C,C(Cl)Cl,-0.17925,3.03
CC(=O)C,C(Cl)(Cl)Cl,-0.20173,3.41
CC(=O)C,C(Cl)(Cl)(Cl)Cl,-0.17984,3.04
CC(=O)C,CI,-0.15381,2.6
CC(=O)C,CCI,-0.17275,2.92
CC(=O)C,CCOCC,-0.1408,2.38
CC(=O)C,C1CCOC1,-0.17865999999999999,3.02
CC(=O)C,C1COCCO1,-0.22007,3.72
CC(=O)C,CC(=O)C,-0.17984,3.04
CC(=O)C,CCC(=O)C,-0.20232,3.42
CC(=O)C,CC(=O)OC,-0.17865999999999999,3.02
CC(=O)C,CC#N,-0.16624,2.81
CC(=O)C,N,-0.08756,1.48
CC(=O)C,CCNCC,-0.16269,2.75
CC(=O)C,CCN(CC)CC,-0.1757,2.97
CC(=O)C,C[N+](=O)[O-],-0.22954000000000002,3.88
CC(=O)C,CO,-0.17925,3.03
CC(=O)C,CCO,-0.19168,3.24
CC(=O)C,FS(F)(F)(F)(F)F,-0.00296,0.05
CC(=O)C,c1ccccc1,-0.1899,3.21
CC(=O)C,Cc1ccccc1,-0.21593,3.65
CC(=O)C,CC(C)c1ccccc1,-0.25556999999999996,4.32
CC(=O)C,c1ccc(cc1)Cl,-0.24491999999999997,4.14
CC(=O)C,CN(C)C,-0.11122,1.88
CC(=O)C,C(=S)=S,-0.13310999999999998,2.25
CC(=O)C,c1ccncc1,-0.23485999999999999,3.97
CC(=O)C,CN(C)C=O,-0.27864,4.71
CC(=O)C,CC(=C)C,-0.10294,1.74
CC(=O)C,CCCCCl,-0.18458,3.12
CC(=O)C,CC(C)(C)Cl,-0.15026,2.54
CC(=O)C,CC(C)(C)Br,-0.16742,2.83
CC(=O)C,C(C(F)(Cl)Cl)(F)(Cl)Cl,-0.19286,3.26
CC(=O)C,C[Sn](C)(C)C,-0.15086,2.55
CC(=O)C,CC[Pb](CC)(CC)CC,-0.26976999999999995,4.56
CC(=O)C,CC[Sn](CC)(CC)CC,-0.2674,4.52
CC(=O)C,CC1CCCCC1,-0.17038,2.88
CC(=O)C,C1CCC(CC1)O,-0.30112,5.09
CC(=O)C,CC(C)CCC(C)C,-0.17452,2.95
CC(=O)C,CC(Cl)(Cl)Cl,-0.18339,3.1
CC(=O)C,CCl,-0.10944000000000001,1.85
CC(=O)C,S,-0.08223,1.39
CC(=O)C,c1ccc(cc1)N,-0.34017,5.75
CC(=O)C,C(CCl)CCl,-0.24433000000000002,4.13
CC(=O)C,C(CCCl)CCl,-0.28456,4.81
CC(=O)C,CCCCCCl,-0.21061,3.56
CC(=O)C,CC[Si](CC)(CC)CC,-0.22716999999999998,3.84
CC(=O)C,C(C(Cl)Cl)(Cl)Cl,-0.27213000000000004,4.6
CC(=O)C,CC#C,-0.10767,1.82
CC(=O)C,CCC#C,-0.12955999999999998,2.19
CC(=O)C,C=CC#C,-0.13843,2.34
CC(=O)C,C1CCC(C1)O,-0.27213000000000004,4.6
CC(=O)C,C(C(F)(Cl)Cl)(F)(F)Cl,-0.14376,2.43
CC(=O)C,C(C(F)(F)F)(Cl)Br,-0.20706,3.5
CC(=O)C,C/N=C/O,-0.31887,5.39
CC(=O)C,CC(=C)c1ccccc1,-0.27626999999999996,4.67
Cc1ccccc1,[He],0.09761,-1.65
Cc1ccccc1,[Ne],0.08827,-1.492
Cc1ccccc1,[Ar],0.03567,-0.603
Cc1ccccc1,[Kr],0.00657,-0.111
Cc1ccccc1,[Xe],-0.03135,0.53
Cc1ccccc1,[HH],0.06874,-1.162
Cc1ccccc1,O=O,0.04058,-0.6859999999999999
Cc1ccccc1,N#N,0.05212000000000001,-0.8809999999999999
Cc1ccccc1,[C-]#[O+],0.04378,-0.74
Cc1ccccc1,C(=O)=O,-0.02189,0.37
Cc1ccccc1,C,0.015319999999999999,-0.259
Cc1ccccc1,CC,-0.0326,0.551
Cc1ccccc1,CCC,-0.06963,1.177
Cc1ccccc1,CCCC,-0.10317,1.744
Cc1ccccc1,CC(C)C,-0.0917,1.55
Cc1ccccc1,CCCCC,-0.13635999999999998,2.305
Cc1ccccc1,CCCCCC,-0.16689,2.821
Cc1ccccc1,CCCC(C)C,-0.15695,2.653
Cc1ccccc1,CCCCCCC,-0.1973,3.335
Cc1ccccc1,CC(C)CC(C)C,-0.17535,2.964
Cc1ccccc1,CCCCCCCC,-0.22794,3.853
Cc1ccccc1,CC(C)C(C)C(C)C,-0.20942,3.54
Cc1ccccc1,CCCCCCCCC,-0.25711,4.346
Cc1ccccc1,C1CCCCC1,-0.18079,3.056
Cc1ccccc1,CCC1CCCCC1,-0.23179,3.918
Cc1ccccc1,C=C,-0.02976,0.503
Cc1ccccc1,CC=C,-0.07146,1.208
Cc1ccccc1,C/C=C/C,-0.11069000000000001,1.871
Cc1ccccc1,C/C=C\C,-0.11388,1.925
Cc1ccccc1,C=CC=C,-0.11051,1.868
Cc1ccccc1,C(F)(F)(F)F,0.04727,-0.799
Cc1ccccc1,CCCl,-0.12885,2.178
Cc1ccccc1,C(Cl)Cl,-0.15796,2.67
Cc1ccccc1,C(Cl)(Cl)Cl,-0.1847,3.122
Cc1ccccc1,C(Cl)(Cl)(Cl)Cl,-0.18771,3.173
Cc1ccccc1,CI,-0.15222,2.573
Cc1ccccc1,CCI,-0.18257,3.0860000000000003
Cc1ccccc1,CC(F)F,-0.07584,1.2819999999999998
Cc1ccccc1,COC,-0.09383,1.5859999999999999
Cc1ccccc1,CCOCC,-0.14435,2.44
Cc1ccccc1,CC(C)OC(C)C,-0.17275,2.92
Cc1ccccc1,CCCCOCCCC,-0.25841,4.368
Cc1ccccc1,CCOC(C)(C)C,-0.17807,3.01
Cc1ccccc1,CCC(C)(C)OC,-0.19523,3.3
Cc1ccccc1,CC(C)(C)OC,-0.15914,2.69
Cc1ccccc1,C1CCOC1,-0.19037,3.218
Cc1ccccc1,C1COCCO1,-0.21361999999999998,3.611
Cc1ccccc1,CCCC=O,-0.17363,2.935
Cc1ccccc1,CC(=O)C,-0.15269000000000002,2.5810000000000004
Cc1ccccc1,CCC(=O)C,-0.18617,3.147
Cc1ccccc1,CCCC(=O)C,-0.21765,3.679
Cc1ccccc1,CCCCC(=O)C,-0.24285,4.105
Cc1ccccc1,CCCCCC(=O)C,-0.2732,4.618
Cc1ccccc1,CC(=O)OC,-0.15736,2.66
Cc1ccccc1,CCCOC(=O)C,-0.21681999999999998,3.665
Cc1ccccc1,CCCCOC(=O)C,-0.24155,4.083
Cc1ccccc1,CCC(=O)OC,-0.20031,3.386
Cc1ccccc1,CCCCC(=O)OC,-0.24498000000000003,4.141
Cc1ccccc1,CCCCCC(=O)OC,-0.27663000000000004,4.676
Cc1ccccc1,CC#N,-0.15849000000000002,2.679
Cc1ccccc1,CCC#N,-0.18600000000000003,3.1439999999999997
Cc1ccccc1,CNC,-0.11619000000000002,1.964
Cc1ccccc1,CCNCC,-0.16263,2.7489999999999997
Cc1ccccc1,CCN(CC)CC,-0.2041,3.45
Cc1ccccc1,C[N+](=O)[O-],-0.18316,3.096
Cc1ccccc1,O,-0.0733,1.239
Cc1ccccc1,CO,-0.10507000000000001,1.776
Cc1ccccc1,CCO,-0.13027,2.202
Cc1ccccc1,CCCO,-0.16245,2.7460000000000004
Cc1ccccc1,CCCCO,-0.19676,3.326
Cc1ccccc1,CCCCCO,-0.22835999999999998,3.86
Cc1ccccc1,CCCCCCO,-0.2674,4.52
Cc1ccccc1,CCCCCCCO,-0.29266,4.947
Cc1ccccc1,FS(F)(F)(F)(F)F,0.00645,-0.109
Cc1ccccc1,c1ccccc1,-0.19333,3.2680000000000002
Cc1ccccc1,Cc1ccccc1,-0.22398,3.786
Cc1ccccc1,CCc1ccccc1,-0.25042,4.2330000000000005
Cc1ccccc1,[N]=O,0.0352,-0.595
Cc1ccccc1,CCBr,-0.15234,2.575
Cc1ccccc1,CN(C)C,-0.11749000000000001,1.986
Cc1ccccc1,C(=S)=S,-0.15322,2.59
Cc1ccccc1,Cc1ccc(cc1)C,-0.25716999999999995,4.3469999999999995
Cc1ccccc1,c1ccncc1,-0.22066,3.73
Cc1ccccc1,CCOC(=O)C,-0.18717999999999999,3.1639999999999997
Cc1ccccc1,CCC=C,-0.10442,1.765
Cc1ccccc1,CC(=C)C,-0.10365,1.7519999999999998
Cc1ccccc1,CCCCCl,-0.18854,3.187
Cc1ccccc1,CC(C)(C)Cl,-0.15908,2.6889999999999996
Cc1ccccc1,C[Sn](C)(C)C,-0.16352,2.764
Cc1ccccc1,CCCC=C,-0.13471,2.2769999999999997
Cc1ccccc1,CC(C)C=C,-0.12713,2.149
Cc1ccccc1,CCCCC=C,-0.16819,2.843
Cc1ccccc1,CC(=C)C=C,-0.1437,2.4290000000000003
Cc1ccccc1,CCCCl,-0.15867,2.682
Cc1ccccc1,CN,-0.11489,1.942
Cc1ccccc1,CC(C)CO,-0.18257,3.0860000000000003
Cc1ccccc1,CCC(C)O,-0.18203,3.077
Cc1ccccc1,CC(C)(C)O,-0.16204000000000002,2.739
Cc1ccccc1,Cc1ccccc1C,-0.26533,4.485
Cc1ccccc1,CC(C)CCO,-0.21694000000000002,3.667
Cc1ccccc1,C(CCl)O,-0.20232,3.42
Cc1ccccc1,CC(C)CCC(C)C,-0.20564000000000002,3.4760000000000004
Cc1ccccc1,CCCCCOC(=O)C,-0.27793,4.698
Cc1ccccc1,CCCCN,-0.19209,3.247
Cc1ccccc1,CCCNCCC,-0.22723000000000002,3.841
Cc1ccccc1,CC[N+](=O)[O-],-0.20043,3.388
Cc1ccccc1,CCC[N+](=O)[O-],-0.22765,3.8480000000000003
Cc1ccccc1,c1ccc(cc1)C#N,-0.31254,5.2829999999999995
Cc1ccccc1,c1ccc(cc1)N,-0.29402,4.97
Cc1ccccc1,CC(=O)C(C)(C)C,-0.21681999999999998,3.665
Cc1ccccc1,CCCN,-0.15263,2.58
Cc1ccccc1,Cc1ccccc1N,-0.32774000000000003,5.54
Cc1ccccc1,Cc1ccc(cc1)N,-0.32064000000000004,5.42
Cc1ccccc1,C(F)(F)(Cl)Cl,-0.059989999999999995,1.014
Cc1ccccc1,C(F)(F)(F)Cl,-0.01793,0.303
Cc1ccccc1,ClCl,-0.09874,1.669
Cc1ccccc1,CCCCC(=O)O,-0.25556999999999996,4.32
Cc1ccccc1,CCCCCCCl,-0.25474,4.306
CCc1ccccc1,[HH],0.07022,-1.187
CCc1ccccc1,O=O,0.03638,-0.615
CCc1ccccc1,C(=O)=O,-0.019880000000000002,0.336
CCc1ccccc1,CCC,-0.0701,1.185
CCc1ccccc1,CCCCCC,-0.16488,2.787
CCc1ccccc1,CCCCCCC,-0.19517,3.299
CCc1ccccc1,CCCCCCCC,-0.21534,3.64
CCc1ccccc1,C1CCCCC1,-0.17783,3.0060000000000002
CCc1ccccc1,C(Cl)(Cl)(Cl)Cl,-0.18369000000000002,3.105
CCc1ccccc1,C1CCOC1,-0.18067,3.054
CCc1ccccc1,C1COCCO1,-0.20422,3.452
CCc1ccccc1,CCC(=O)C,-0.17854,3.0180000000000002
CCc1ccccc1,CCC#N,-0.18103,3.06
CCc1ccccc1,CCNCC,-0.16819,2.843
CCc1ccccc1,CO,-0.10081,1.704
CCc1ccccc1,CCO,-0.13097999999999999,2.214
CCc1ccccc1,CCCO,-0.15979000000000002,2.701
CCc1ccccc1,CCCCO,-0.19203,3.2460000000000004
CCc1ccccc1,CCCCCO,-0.22480999999999998,3.8
CCc1ccccc1,CCCCCCO,-0.25575,4.323
CCc1ccccc1,CCCCCCCO,-0.29775,5.033
CCc1ccccc1,c1ccccc1,-0.18819,3.181
CCc1ccccc1,Cc1ccccc1,-0.22030999999999998,3.7239999999999998
CCc1ccccc1,CCc1ccccc1,-0.24829,4.197
CCc1ccccc1,c1ccc(cc1)Cl,-0.24208000000000002,4.092
CCc1ccccc1,CCCCCCCCCC,-0.2855,4.8260000000000005
CCc1ccccc1,CC(C)CC(C)(C)C,-0.18872,3.19
CCc1ccccc1,CC(C)CO,-0.16346,2.763
CCc1ccccc1,CCC(C)O,-0.17677,2.988
CCc1ccccc1,CC(C)(C)O,-0.15168,2.5639999999999996
CCc1ccccc1,CC1CCCCC1,-0.19759000000000002,3.34
CCc1ccccc1,CC(C)CCO,-0.21179,3.58
CCc1ccccc1,C(CCl)O,-0.20167000000000002,3.409
CCc1ccccc1,CCCCN,-0.17831,3.014
CCc1ccccc1,CCN,-0.11252000000000001,1.902
CCc1ccccc1,CCCN,-0.14914000000000002,2.521
CCc1ccccc1,c1cc(oc1)C=O,-0.25390999999999997,4.292
CCc1ccccc1,Cc1ccc(o1)C=O,-0.29248,4.944
CCc1ccccc1,ClCl,-0.09519,1.609
CCc1ccccc1,CCCCCCCl,-0.25018,4.229
C(I)I,[Ar],0.08637,-1.46
C(I)I,C,0.0633,-1.07
C(I)I,CC,0.014790000000000001,-0.25
C(I)I,CCCCCC,-0.08932999999999999,1.51
C(I)I,CCCCCCC,-0.12364000000000001,2.09
C(I)I,CCCCCCCC,-0.14612,2.47
C(I)I,CCCCCCCCC,-0.17275,2.92
C(I)I,C(Cl)Cl,-0.12128,2.05
C(I)I,C(Cl)(Cl)(Cl)Cl,-0.13607,2.3
C(I)I,C1COCCO1,-0.21416,3.62
C(I)I,CC(=O)C,-0.14376,2.43
C(I)I,CCC(=O)C,-0.16624,2.81
C(I)I,CCCC(=O)C,-0.1828,3.09
C(I)I,CC(=O)OC,-0.13725,2.32
C(I)I,C[N+](=O)[O-],-0.16446,2.78
C(I)I,CO,-0.11122,1.88
C(I)I,CCO,-0.12600999999999998,2.13
C(I)I,CCCO,-0.15322,2.59
C(I)I,CCCCO,-0.17925,3.03
C(I)I,CCCCCO,-0.20706,3.5
C(I)I,C(C(F)(F)F)O,-0.11004000000000001,1.86
C(I)I,C(C(F)(F)F)(C(F)(F)F)O,-0.10649000000000002,1.8
C(I)I,c1ccccc1,-0.16624,2.81
C(I)I,Cc1ccccc1,-0.19463,3.29
C(I)I,CCc1ccccc1,-0.21711,3.67
C(I)I,CCCCc1ccccc1,-0.25498000000000004,4.31
C(I)I,CCCCCCCCCC,-0.19937,3.37
C(I)I,CC(C)O,-0.12838,2.17
C(I)I,C(CCl)Cl,-0.1615,2.73
C(I)I,CCC(C)O,-0.15736,2.66
C(I)I,CCOC=O,-0.12955999999999998,2.19
C(I)I,COC=O,-0.11062999999999999,1.87
C(I)I,CC[N+](=O)[O-],-0.18575999999999998,3.14
C(I)I,CCCCCCCCCCC,-0.22599,3.82
C(I)I,Cc1cc(cc(c1)C)C,-0.23426999999999998,3.96
C(I)I,Cc1cccc(c1)Cl,-0.24374,4.12
C(I)I,Cc1ccc(cc1)Cl,-0.23664000000000002,4.0
CCCOCC,CO,-0.14429,2.439
CCCOCC,CCCOCC,-0.17334000000000002,2.93
CCOC(=O)C,[Rn],-0.04792,0.81
CCOC(=O)C,[HH],0.0633,-1.07
CCOC(=O)C,O=O,0.03905,-0.66
