deltaG,solute,solvent
-4.52,c1cc2ccc3cccc4c3c2c(c1)cc4,O
-0.1,CCCCCCl,O
-2.36,CC(C)COC(=O)C,O
2.51,CCC(C)(C)C,O
-9.82,c1cc(ccc1N)N(=O)=O,O
-6.72,COC(=O)CC#N,O
-7.48,COc1ccc(cc1)N,O
0.16,CC(C)Cc1ccccc1,O
-2.16,c1ccc(cc1)c2c(cc(cc2Cl)Cl)Cl,O
-4.55,CN,O
-4.55,c1ccc(c(c1)O)Cl,O
-11.53,c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)N,O
-1.17,C(=C\Cl)\Cl,O
-3.28,CCCCC(=O)C,O
-5.73,C(CO[N+](=O)[O-])O[N+](=O)[O-],O
-5.29,c1ccc(c(c1)O)F,O
-9.41,Cc1c(nc(nc1OC(=O)N(C)C)N(C)C)C,O
-1.24,C=Cc1ccccc1,O
-7.5,CCOP(=O)(OCC)OCC,O
-4.31,C(C(F)(F)F)O,O
-5.73,CCCCOC[C@H](C)O,O
-4.85,CCCO,O
-0.9,Cc1ccccc1C,O
2.51,CC(C)(C)C,O
0.01,CCCC#C,O
-9.61,c1ccc2c(c1)C(=O)NC2=O,O
-0.25,CCCCI,O
-6.13,Cc1ccc(cc1)O,O
-0.46,CC(C)I,O
-5.94,COc1ccccc1O,O
0.56,C1CC=CC1,O
-4.2,C[C@H](C(F)(F)F)O,O
-4.39,CCCN,O
-4.58,c1ccc(c(c1)[N+](=O)[O-])O,O
-2.44,Cc1cccc2c1cccc2,O
-2.33,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,O
-3.43,CCCCC/C=C/C=O,O
0.71,CCCCCCC#C,O
-6.48,CCOP(=S)(OCC)Oc1cc(nc(n1)C(C)C)C,O
-2.04,CCCCCCCC(=O)OC,O
-5.48,C1CCNC1,O
-8.83,c1cc(ccc1C=O)O,O
0.29,CCCCCCCCl,O
-5.06,C1COCCO1,O
2.12829969,[He],CCC(C)O
1.92351801,[Ne],CCC(C)O
0.8322714899999999,[Ar],CCC(C)O
0.23199366,[Kr],CCC(C)O
-0.53201727,[Xe],CCC(C)O
-1.11868911,[Rn],CCC(C)O
1.55523384,[HH],CCC(C)O
0.91413804,O=O,CCC(C)O
1.2277676400000002,N#N,CCC(C)O
1.05042855,[C-]#[O+],CCC(C)O
-0.32746620000000004,C(=O)=O,CCC(C)O
0.42293874,C,CCC(C)O
-0.6138838200000001,CC,CCC(C)O
-1.7872275,CC(C)C,CCC(C)O
-2.64671097,CCCCC,CCC(C)O
-3.6427155599999996,C1CCCCC1,CCC(C)O
-0.43654473,C=C,CCC(C)O
-1.32324018,CC=C,CCC(C)O
-2.12829969,C/C=C/C,CCC(C)O
-2.21016624,C/C=C\C,CCC(C)O
-2.07364512,C=CC=C,CCC(C)O
1.00961058,C(F)(F)(F)F,CCC(C)O
-2.41471731,CCCl,CCC(C)O
-1.32324018,CC(F)F,CCC(C)O
-2.10108771,COC,CCC(C)O
-4.14729024,CCCOCCC,CCC(C)O
-3.75179409,CC(C)OC(C)C,CCC(C)O
-4.16112684,CCC(=O)C,CCC(C)O
-4.5702289799999996,CCCC#N,CCC(C)O
-4.8158286299999995,CCN(CC)CC,CCC(C)O
-4.48836243,CO,CCC(C)O
-6.09825084,CCCCO,CCC(C)O
0.25920564,FS(F)(F)(F)(F)F,CCC(C)O
-3.7790060700000003,c1ccccc1,CCC(C)O
-5.08864026,c1ccc(cc1)Cl,CCC(C)O
-5.63449413,c1ccncc1,CCC(C)O
-1.9917785700000001,CCC=C,CCC(C)O
-1.9917785700000001,CC(=C)C,CCC(C)O
-3.7243515,CCCCCl,CCC(C)O
1.5416278500000002,[2H][2H],CCC(C)O
-5.94812373,CC(C)CO,CCC(C)O
-5.57983956,CCC(C)O,CCC(C)O
-4.18833882,CCCCBr,CCC(C)O
-6.002778299999999,Cc1ccccn1,CCC(C)O
-14.09303832,CCCCCCCCCCCCCCCCCCCCCCC,CCC(C)O
-1.3370767799999999,CCC,CCC(CC)O
-2.07364512,CCCC,CCC(CC)O
-1.8280454700000002,CC(C)C,CCC(CC)O
-1.30963419,CC=C,CCC(CC)O
-2.15551167,C/C=C/C,CCC(CC)O
-2.21016624,C/C=C\C,CCC(CC)O
-2.08725111,C=CC=C,CCC(CC)O
-2.41471731,CCCl,CCC(CC)O
-1.24137363,CC(F)F,CCC(CC)O
-2.18272365,COC,CCC(CC)O
-2.00538456,CCC=C,CCC(CC)O
-2.00538456,CC(=C)C,CCC(CC)O
2.1146937,[He],CCCCCCCCCCC
1.8963060299999999,[Ne],CCCCCCCCCCC
0.7229623500000001,[Ar],CCCCCCCCCCC
0.08186655000000001,[Kr],CCCCCCCCCCC
-0.75040494,[Xe],CCCCCCCCCCC
1.50080988,[HH],CCCCCCCCCCC
0.79122291,O=O,CCCCCCCCCCC
1.11868911,N#N,CCCCCCCCCCC
1.02321657,[C-]#[O+],CCCCCCCCCCC
0.27281163,C,CCCCCCCCCCC
-3.9563451599999997,CCCCCC,CCCCCCCCCCC
0.92774403,C(F)(F)(F)F,CCCCCCCCCCC
-3.45153987,C(Cl)(Cl)Cl,CCCCCCCCCCC
-3.65632155,C(Cl)(Cl)(Cl)Cl,CCCCCCCCCCC
0.01360599,FS(F)(F)(F)(F)F,CCCCCCCCCCC
-3.8608726200000003,c1ccccc1,CCCCCCCCCCC
-4.62488355,Cc1ccccc1,CCCCCCCCCCC
-5.25237336,CCc1ccccc1,CCCCCCCCCCC
-4.9387437599999995,c1ccc(cc1)Cl,CCCCCCCCCCC
-6.7667892300000005,CCCCCCCCCC,CCCCCCCCCCC
-3.5198004299999996,C(CCl)Cl,CCCCCCCCCCC
-2.7557894999999997,C=CC=O,CCCCCCCCCCC
-3.5880609900000002,CC(Cl)(Cl)Cl,CCCCCCCCCCC
-2.86486803,CC(Cl)Cl,CCCCCCCCCCC
-3.6427155599999996,CC(CCl)Cl,CCCCCCCCCCC
-3.7381881,C(=C(Cl)Cl)Cl,CCCCCCCCCCC
-4.40649588,C(=C(Cl)Cl)(Cl)Cl,CCCCCCCCCCC
-6.084644849999999,c1ccc(cc1)[N+](=O)[O-],CCCCCCCCCCC
-7.476145590000001,CCCCCCCCCCC,CCCCCCCCCCC
-8.18573256,CCCCCCCCCCCC,CCCCCCCCCCC
-5.93451774,c1ccc(c(c1)Cl)Cl,CCCCCCCCCCC
-5.07503427,C(C(Cl)Cl)(Cl)Cl,CCCCCCCCCCC
-3.4379338799999997,C(=C/Cl)\Cl,CCCCCCCCCCC
-4.8158286299999995,C(Br)(Br)Br,CCCCCCCCCCC
-5.7707846400000005,C(CCl)OCCCl,CCCCCCCCCCC
-8.608671300000001,C(CCl)OOOCCCl,CCCCCCCCCCC
-1.9509606,C=CC#N,CCCCCCCCCCC
-5.920911749999999,CC(=O)OCc1ccco1,CCCCCCCCCCC
-7.55524482,CCCCC(CCC)O,CCCCC(CCC)O
1.7872275,[HH],c1ccncc1
1.1691927,O=O,c1ccncc1
1.53078918,N#N,c1ccncc1
-0.72434601,[N-]=[N+]=O,c1ccncc1
1.27158354,[C-]#[O+],c1ccncc1
-0.75570897,C(=O)=O,c1ccncc1
0.6424794600000001,C,c1ccncc1
-2.61949899,CCCCC,c1ccncc1
-3.2306154900000004,CCCCCC,c1ccncc1
-3.01776246,CCCC(C)C,c1ccncc1
-3.8594889599999997,CCCCCCC,c1ccncc1
-3.37244064,CC(C)CC(C)C,c1ccncc1
-4.47890742,CCCCCCCC,c1ccncc1
-4.14060255,CC(C)C(C)C(C)C,c1ccncc1
-5.08610355,CCCCCCCCC,c1ccncc1
-3.71489649,C1CCCCC1,c1ccncc1
-4.73949672,CCC1CCCCC1,c1ccncc1
-4.62903453,C(Cl)(Cl)Cl,c1ccncc1
-4.3451536200000005,C1CCOC1,c1ccncc1
-5.19933306,C1COCCO1,c1ccncc1
-3.9918591,CC(=O)C,c1ccncc1
-4.660397489999999,CCC(=O)C,c1ccncc1
-5.78715795,CCCCOC(=O)C,c1ccncc1
-4.43393847,CC#N,c1ccncc1
-5.04090399,C[N+](=O)[O-],c1ccncc1
-4.61542854,CO,c1ccncc1
-5.02199397,CCO,c1ccncc1
-5.594829209999999,CCCO,c1ccncc1
-6.21839865,CCCCO,c1ccncc1
-4.51027038,c1ccccc1,c1ccncc1
-5.12277054,Cc1ccccc1,c1ccncc1
-5.7599459699999995,CCc1ccccc1,c1ccncc1
-5.82405555,c1ccc(cc1)Cl,c1ccncc1
-5.76409695,CCCCCCCCCC,c1ccncc1
-4.9604211000000005,CC(C)O,c1ccncc1
-5.76132963,Cc1ccc(cc1)C,c1ccncc1
-5.5157299800000015,c1ccncc1,c1ccncc1
-4.32601299,CCCCCl,c1ccncc1
-2.70136554,CCCC=C,c1ccncc1
-6.019151610000001,CC(C)CO,c1ccncc1
-5.64256548,CCC(C)O,c1ccncc1
-5.068346580000001,CC(C)(C)O,c1ccncc1
-4.14336987,CCCCCC=C,c1ccncc1
-5.99470695,Cc1ccccc1C,c1ccncc1
-4.03821171,CC(C)CCC(C)C,c1ccncc1
-4.1186946,C1CCC=CC1,c1ccncc1
-5.004237,CC(CCl)Cl,c1ccncc1
-6.428484360000001,CCCCCOC(=O)C,c1ccncc1
-5.80768224,Cc1cccc(c1)C,c1ccncc1
-4.691760449999999,c1ccc(cc1)F,c1ccncc1
-6.33577914,c1ccc(cc1)Br,c1ccncc1
-6.46538196,CCCCCCCCCCC,c1ccncc1
-7.0628924699999995,c1ccc(c(c1)Cl)Cl,c1ccncc1
-7.124234730000001,CCCCCCC(=O)C,c1ccncc1
-7.36706706,c1ccc(cc1)I,c1ccncc1
-5.53348695,CC(C)CC(=O)C,c1ccncc1
-4.70951742,CCCCCC#C,c1ccncc1
-3.9521941800000002,CC(C)Br,c1ccncc1
0.9044524199999999,[Ar],CC(=O)O
0.51841128,[Kr],CC(=O)O
-0.29333592,[Xe],CC(=O)O
-0.8813914199999999,[Rn],CC(=O)O
1.6357167299999997,[HH],CC(=O)O
0.968562,O=O,CC(=O)O
1.26051426,N#N,CC(=O)O
-0.89776473,[N-]=[N+]=O,CC(=O)O
1.05181221,[C-]#[O+],CC(=O)O
-0.92912769,C(=O)=O,CC(=O)O
0.51841128,C,CC(=O)O
-0.37658613,CC,CC(=O)O
-0.95357235,CCC,CC(=O)O
-1.20885762,CCCC,CC(=O)O
-1.30825053,CC(C)C,CC(=O)O
-2.05865547,CCCCC,CC(=O)O
-2.6697719699999998,CCCCCC,CC(=O)O
-3.18841386,CCCCCCC,CC(=O)O
-4.00961607,CCCCCCCC,CC(=O)O
-2.62088265,C1CCCC1,CC(=O)O
-3.2156258400000004,C1CCCCC1,CC(=O)O
-0.74625396,C=C,CC(=O)O
-1.33846044,CC=C,CC(=O)O
-2.28096351,C/C=C/C,CC(=O)O
-2.43939258,C=CC=C,CC(=O)O
-5.860953149999999,C1COCCO1,CC(=O)O
-4.89100749,CCC(=O)C,CC(=O)O
-4.01099973,CC#N,CC(=O)O
-4.83912024,C[N+](=O)[O-],CC(=O)O
-5.1979494,CCO,CC(=O)O
-3.85280127,c1ccccc1,CC(=O)O
-4.5799146,Cc1ccccc1,CC(=O)O
-3.09409437,CC(C)CC(C)(C)C,CC(=O)O
-1.67399799,C1CC1,CC(=O)O
-2.09693673,CC(=C)C,CC(=O)O
-3.0599640900000002,CC(C)(C)Cl,CC(=O)O
-3.4284788699999997,CC(C)(C)Br,CC(=O)O
-1.4952752399999998,S,CC(=O)O
-1.40510673,CCF,CC(=O)O
-2.00815188,ClCl,CC(=O)O
-0.35744549999999997,[O-][O+]=O,CC(=O)O
-0.68767902,P,CC(=O)O
1.5047302500000002,[HH],CCCCOC(=O)C
1.09009347,N#N,CCCCOC(=O)C
-0.9754803,[N-]=[N+]=O,CCCCOC(=O)C
0.8744731200000001,[C-]#[O+],CCCCOC(=O)C
-2.9386632299999995,CCCCC,CCCCOC(=O)C
-3.5880609900000002,CCCCCC,CCCCOC(=O)C
-3.40103628,CCCC(C)C,CCCCOC(=O)C
-4.22915679,CCCCCCC,CCCCOC(=O)C
-3.8089853700000003,CC(C)CC(C)C,CCCCOC(=O)C
-4.85410989,CCCCCCCC,CCCCOC(=O)C
-4.55662299,CC(C)C(C)C(C)C,CCCCOC(=O)C
-5.48990166,CCCCCCCCC,CCCCOC(=O)C
-3.90860889,C1CCCCC1,CCCCOC(=O)C
-4.98786369,CCC1CCCCC1,CCCCOC(=O)C
-4.25659938,C(Cl)(Cl)(Cl)Cl,CCCCOC(=O)C
-5.57983956,CCCCOC(=O)C,CCCCOC(=O)C
-4.6520955299999995,CCCO,CCCCOC(=O)C
-6.275589930000001,CCCCCO,CCCCOC(=O)C
-6.835049789999999,CCCCCCO,CCCCOC(=O)C
-3.8744786099999997,c1ccccc1,CCCCOC(=O)C
-5.49797301,Cc1ccccc1,CCCCOC(=O)C
-11.93729604,CCCCCCCCCCCCCCCCCC,CCCCOC(=O)C
-6.09825084,Cc1ccc(cc1)C,CCCCOC(=O)C
-4.84327122,CC(C)CO,CCCCOC(=O)C
-4.89769518,CCC(C)O,CCCCOC(=O)C
-4.2838113600000005,CCCCCC=C,CCCCOC(=O)C
-6.221165969999999,Cc1ccccc1C,CCCCOC(=O)C
-5.78462124,CC(C)CCO,CCCCOC(=O)C
-7.06704345,C1CCC(CC1)O,CCCCOC(=O)C
-4.455615809999999,CC(C)CCC(C)C,CCCCOC(=O)C
-6.05743287,Cc1cccc(c1)C,CCCCOC(=O)C
-4.42033248,C=CCCCC=C,CCCCOC(=O)C
-7.58545473,C(C(CCl)O)Cl,CCCCOC(=O)C
0.37796979,[Xe],c1ccc(cc1)N
-0.74210298,[Rn],c1ccc(cc1)N
2.1077754,[HH],c1ccc(cc1)N
1.66431237,O=O,c1ccc(cc1)N
1.9701012299999998,N#N,c1ccc(cc1)N
-0.20316741,[N-]=[N+]=O,c1ccc(cc1)N
1.74087489,[C-]#[O+],c1ccc(cc1)N
-0.16650042,C(=O)=O,c1ccc(cc1)N
1.0531958700000001,C,c1ccc(cc1)N
-0.22507536,CC,c1ccc(cc1)N
-0.7898392500000001,CCC,c1ccc(cc1)N
-1.39703538,CCCC,c1ccc(cc1)N
-1.07510382,CC(C)C,c1ccc(cc1)N
-1.8063681299999998,CCCCC,c1ccc(cc1)N
-2.3275467300000003,CCCCCC,c1ccc(cc1)N
-2.9780975400000003,CCCCCCC,c1ccc(cc1)N
-3.52671873,CCCCCCCC,c1ccc(cc1)N
-2.55262209,C1CCCC1,c1ccc(cc1)N
-3.01361148,C1CCCCC1,c1ccc(cc1)N
-3.8936192400000005,CCC1CCCCC1,c1ccc(cc1)N
-0.14874345,C=C,c1ccc(cc1)N
-1.07648748,CC=C,c1ccc(cc1)N
-2.06280645,C=CC=C,c1ccc(cc1)N
-2.64809463,CCCl,c1ccc(cc1)N
-3.4407012,C(Cl)Cl,c1ccc(cc1)N
-3.87724593,C(Cl)(Cl)Cl,c1ccc(cc1)N
-3.5211840900000007,C(Cl)(Cl)(Cl)Cl,c1ccc(cc1)N
-3.06826605,CI,c1ccc(cc1)N
-3.72043113,CCI,c1ccc(cc1)N
-3.77485509,CCOCC,c1ccc(cc1)N
-5.67392844,C1COCCO1,c1ccc(cc1)N
-4.13506791,CC(=O)C,c1ccc(cc1)N
-4.86633222,CCC(=O)C,c1ccc(cc1)N
-4.6820748299999995,CC#N,c1ccc(cc1)N
-5.03006532,C[N+](=O)[O-],c1ccc(cc1)N
-3.8581053,CO,c1ccc(cc1)N
-4.29880101,CCO,c1ccc(cc1)N
-5.3847435,CCCCO,c1ccc(cc1)N
-4.07649297,c1ccccc1,c1ccc(cc1)N
-4.63848954,Cc1ccccc1,c1ccc(cc1)N
-5.15966814,c1ccc(cc1)Cl,c1ccc(cc1)N
-3.14183064,CCBr,c1ccc(cc1)N
-4.3423863,CCOC(=O)C,c1ccc(cc1)N
-2.80906041,CC(C)CC(C)(C)C,c1ccc(cc1)N
-3.82535868,CCCCCl,c1ccc(cc1)N
-2.92782456,CC(C)(C)Cl,c1ccc(cc1)N
-2.06142279,CCCC=C,c1ccc(cc1)N
-2.66723526,CCCCC=C,c1ccc(cc1)N
-3.13791027,CCCCl,c1ccc(cc1)N
-3.24145416,CCCCCC=C,c1ccc(cc1)N
-5.39696583,Cc1ccccc1C,c1ccc(cc1)N
-3.3138657,CC1CCCCC1,c1ccc(cc1)N
-1.5416278500000002,CCC(C)C,c1ccc(cc1)N
-3.81036903,CCCCCCC=C,c1ccc(cc1)N
-3.49258845,C1CCC=CC1,c1ccc(cc1)N
-1.7025936299999997,S,c1ccc(cc1)N
-7.47337827,c1ccc(cc1)N,c1ccc(cc1)N
-2.7857688,CCC=C(C)C,c1ccc(cc1)N
-1.98901125,CCC(=C)C,c1ccc(cc1)N
-2.6808412500000003,CCCC(=C)C,c1ccc(cc1)N
1.6959059399999998,[HH],CCOCCO
-1.44753897,CC(C)C,CCOCCO
-3.0299847900000003,CCCCCC,CCOCCO
-3.597516,CCCCCCC,CCOCCO
-4.15974318,CCCCCCCC,CCOCCO
-4.73119476,CCCCCCCCC,CCOCCO
-3.49120479,C1CCCCC1,CCOCCO
-3.68768451,CC(=O)OC,CCOCCO
-4.7067501,CCCOC(=O)C,CCOCCO
-4.33708227,CO,CCOCCO
-4.56492495,CCO,CCOCCO
-5.33423991,CCCO,CCOCCO
-4.126996559999999,c1ccccc1,CCOCCO
-4.70121546,Cc1ccccc1,CCOCCO
-5.18549646,CCc1ccccc1,CCOCCO
-5.424408420000001,c1ccc(cc1)Cl,CCOCCO
-5.1979494,CCCCCCCCCC,CCOCCO
-4.87186686,CC(C)O,CCOCCO
-5.19518208,Cc1ccc(cc1)C,CCOCCO
-4.14336987,CCOC(=O)C,CCOCCO
-3.32055339,CC(C)(C)Cl,CCOCCO
-3.27558444,CC1CCCC1,CCOCCO
-5.40388413,Cc1ccccc1C,CCOCCO
-3.7926120599999997,CC1CCCCC1,CCOCCO
-3.7298861400000005,C1CCC=CC1,CCOCCO
-3.07772106,COC=O,CCOCCO
-4.58406558,CCC(=O)OCC,CCOCCO
-5.23600005,Cc1cccc(c1)C,CCOCCO
-4.38481854,c1ccc(cc1)F,CCOCCO
-5.94697068,c1ccc(cc1)Br,CCOCCO
-5.70944238,CCCCCCCCCCC,CCOCCO
-6.2333883,CCOCCO,CCOCCO
-6.61527846,c1ccc(c(c1)Cl)Cl,CCOCCO
-4.91545215,C1CCCCCCC1,CCOCCO
-4.3656779100000005,C=CCCCCC=C,CCOCCO
-4.68092178,C=CC1CCC=CC1,CCOCCO
-5.979717299999999,Cc1ccc(cc1)C(C)C,CCOCCO
2.37781971,[He],CCCCCCCCCO
2.1746523,[Ne],CCCCCCCCCO
0.97824762,[Ar],CCCCCCCCCO
0.31386021000000003,[Kr],CCCCCCCCCO
-0.50895627,[Xe],CCCCCCCCCO
1.79806617,[HH],CCCCCCCCCO
1.06403454,O=O,CCCCCCCCCO
1.4228637,N#N,CCCCCCCCCO
0.5292499500000001,C,CCCCCCCCCO
1.3193198099999999,C(F)(F)(F)F,CCCCCCCCCO
-4.075109309999999,CCCC#N,CCCCCCCCCO
-8.45439321,CCCCCCCCO,CCCCCCCCCO
-9.016389779999999,CCCCCCCCCO,CCCCCCCCCO
0.43377741000000003,FS(F)(F)(F)(F)F,CCCCCCCCCO
-9.63995922,CCCCCCCCCCO,CCCCCCCCCO
2.07364512,[He],c1ccc(cc1)F
1.9099120200000002,[Ne],c1ccc(cc1)F
0.7229623500000001,[Ar],c1ccc(cc1)F
0.08186655000000001,[Kr],c1ccc(cc1)F
-0.7229623500000001,[Xe],c1ccc(cc1)F
0.55945986,O=O,c1ccc(cc1)F
-5.156900820000001,CCCCCCCC,c1ccc(cc1)F
-5.156900820000001,C1COCCO1,c1ccc(cc1)F
-4.63848954,CCC(=O)C,c1ccc(cc1)F
-4.47475644,C[N+](=O)[O-],c1ccc(cc1)F
-3.2469888,CCO,c1ccc(cc1)F
-5.225161380000001,Cc1ccccc1,c1ccc(cc1)F
-4.63848954,c1ccc(cc1)F,c1ccc(cc1)F
2.38473801,[He],CCCCCCCCCCO
2.19102561,[Ne],CCCCCCCCCCO
0.99323727,[Ar],CCCCCCCCCCO
0.36021281999999993,[Kr],CCCCCCCCCCO
-0.49650333,[Xe],CCCCCCCCCCO
1.8280454700000002,[HH],CCCCCCCCCCO
1.09286079,O=O,CCCCCCCCCCO
1.4556103200000001,N#N,CCCCCCCCCCO
-0.54562326,[N-]=[N+]=O,CCCCCCCCCCO
1.2402205800000001,[C-]#[O+],CCCCCCCCCCO
-0.13098648,C(=O)=O,CCCCCCCCCCO
0.55669254,C,CCCCCCCCCCO
-4.53494565,CCCCCCCC,CCCCCCCCCCO
-3.4160259299999995,C1CCCCC1,CCCCCCCCCCO
1.3559868,C(F)(F)(F)F,CCCCCCCCCCO
-2.93312859,CCOCC,CCCCCCCCCCO
-3.4337829,CC(C)OC(C)C,CCCCCCCCCCO
-3.7298861400000005,CC(C)(C)OC,CCCCCCCCCCO
-3.9155271899999997,CCCC#N,CCCCCCCCCCO
-3.45153987,CO,CCCCCCCCCCO
-4.097017259999999,CCO,CCCCCCCCCCO
-4.7955349499999995,CCCO,CCCCCCCCCCO
-5.72304837,CCCCO,CCCCCCCCCCO
-6.3860521199999996,CCCCCO,CCCCCCCCCCO
-6.99048093,CCCCCCO,CCCCCCCCCCO
-8.96334948,CCCCCCCCCO,CCCCCCCCCCO
0.46929135,FS(F)(F)(F)(F)F,CCCCCCCCCCO
-3.59474868,c1ccccc1,CCCCCCCCCCO
-4.48836243,CC(C)O,CCCCCCCCCCO
-3.9019212,CC(C)CC(C)(C)C,CCCCCCCCCCO
-3.66992754,CCCCCl,CCCCCCCCCCO
-9.59083929,CCCCCCCCCCO,CCCCCCCCCCO
-5.4310961099999995,CC(C)CO,CCCCCCCCCCO
-5.31509928,CCC(C)O,CCCCCCCCCCO
-4.18833882,CCCCBr,CCCCCCCCCCO
-6.17735007,CC(C)CCO,CCCCCCCCCCO
-7.485831210000001,C1CCC(CC1)O,CCCCCCCCCCO
-5.72996667,C(CCl)O,CCCCCCCCCCO
-6.998782889999999,C(CCl)C(O)Cl,CCCCCCCCCCO
-15.234788430000002,CCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCO
-10.272983669999999,CCCCCCCCCCCO,CCCCCCCCCCO
1.6440186899999998,[HH],CCCCC(CC)CO
-3.99047544,CCCCC(CC)CO,CCCCC(CC)CO
1.18694967,[Ar],CC(=O)N(C)C
1.35068277,[C-]#[O+],CC(=O)N(C)C
-3.5198004299999996,O=S=O,CC(=O)N(C)C
-0.47759331,CC,CC(=O)N(C)C
-1.09147713,CCC,CC(=O)N(C)C
-1.7461789200000002,CCCC,CC(=O)N(C)C
-2.31924477,CCCCC,CC(=O)N(C)C
-2.86486803,CCCCCC,CC(=O)N(C)C
-2.64671097,CCCC(C)C,CC(=O)N(C)C
-3.4789824599999997,CCCCCCC,CC(=O)N(C)C
-2.9605711799999996,CC(C)CC(C)C,CC(=O)N(C)C
-3.9427391700000003,CCCCCCCC,CC(=O)N(C)C
-3.6835335299999996,CC(C)C(C)C(C)C,CC(=O)N(C)C
-4.50219903,CCCCCCCCC,CC(=O)N(C)C
-3.39711591,C1CCCCC1,CC(=O)N(C)C
-4.2019448100000005,CCC1CCCCC1,CC(=O)N(C)C
-0.45015072,C=C,CC(=O)N(C)C
-2.16911766,C/C=C/C,CC(=O)N(C)C
-2.56484442,C=CC=C,CC(=O)N(C)C
-2.93312859,CCCl,CC(=O)N(C)C
-4.33846593,C(Cl)Cl,CC(=O)N(C)C
-5.18434341,C(Cl)(Cl)Cl,CC(=O)N(C)C
-4.51580502,C(Cl)(Cl)(Cl)Cl,CC(=O)N(C)C
-3.62887896,CI,CC(=O)N(C)C
-3.96995115,CCI,CC(=O)N(C)C
-2.81044407,CCOCC,CC(=O)N(C)C
-3.4107219,CC(C)OC(C)C,CC(=O)N(C)C
-3.53340642,CCOC(C)(C)C,CC(=O)N(C)C
-3.9155271899999997,CCC(C)(C)OC,CC(=O)N(C)C
-3.28780677,CC(C)(C)OC,CC(=O)N(C)C
-3.9563451599999997,C1CCOC1,CC(=O)N(C)C
-4.99316772,C1COCCO1,CC(=O)N(C)C
-3.9427391700000003,CC(=O)C,CC(=O)N(C)C
-4.47475644,CCC(=O)C,CC(=O)N(C)C
-3.76540008,CC(=O)OC,CC(=O)N(C)C
-4.72035609,CCCOC(=O)C,CC(=O)N(C)C
-5.238767370000001,CCCCOC(=O)C,CC(=O)N(C)C
-4.80222264,CC#N,CC(=O)N(C)C
-4.99316772,CCC#N,CC(=O)N(C)C
-5.48436702,C[N+](=O)[O-],CC(=O)N(C)C
-4.88408919,CO,CC(=O)N(C)C
-5.21155539,CCO,CC(=O)N(C)C
-6.23477196,CCCCO,CC(=O)N(C)C
-6.80783781,C(C(F)(F)F)O,CC(=O)N(C)C
0.76401093,FS(F)(F)(F)(F)F,CC(=O)N(C)C
-4.46115045,c1ccccc1,CC(=O)N(C)C
-4.97956173,Cc1ccccc1,CC(=O)N(C)C
-5.45715504,CCc1ccccc1,CC(=O)N(C)C
-5.00677371,c1ccc(cc1)Cl,CC(=O)N(C)C
-3.4379338799999997,CCBr,CC(=O)N(C)C
-5.29342194,CC(C)O,CC(=O)N(C)C
-5.75717865,c1ccncc1,CC(=O)N(C)C
-4.16112684,CCOC(=O)C,CC(=O)N(C)C
-3.0968616900000003,CC(C)(C)Cl,CC(=O)N(C)C
-3.5198004299999996,CC(C)(C)Br,CC(=O)N(C)C
-2.3464567499999998,CCCC=C,CC(=O)N(C)C
-2.12829969,CC(C)C=C,CC(=O)N(C)C
-2.89231062,CC(=C)C=C,CC(=O)N(C)C
-5.00677371,C(CCl)Cl,CC(=O)N(C)C
-6.043826880000001,CC(C)CO,CC(=O)N(C)C
-5.8936997700000004,CCC(C)O,CC(=O)N(C)C
-3.6835335299999996,CC1CCCCC1,CC(=O)N(C)C
-3.5198004299999996,CC(C)CCC(C)C,CC(=O)N(C)C
-1.9781725799999998,CCC(C)C,CC(=O)N(C)C
-2.5784504100000003,CC=C(C)C,CC(=O)N(C)C
-3.4789824599999997,C1CCC=CC1,CC(=O)N(C)C
-4.80222264,C(=C(Cl)Cl)Cl,CC(=O)N(C)C
-3.4107219,COC=O,CC(=O)N(C)C
-2.25098421,S,CC(=O)N(C)C
-5.238767370000001,CC(C)CC(=O)C,CC(=O)N(C)C
-3.12407367,C/C=C\C=C,CC(=O)N(C)C
-3.0696497099999993,C/C=C/C=C,CC(=O)N(C)C
-3.21977682,CC=O,CC(=O)N(C)C
-4.03821171,CC(C)C=O,CC(=O)N(C)C
-4.6931441099999995,C=CCO,CC(=O)N(C)C
-3.7243515,c1ccoc1,CC(=O)N(C)C
-6.7667892300000005,CC(=O)N(C)C,CC(=O)N(C)C
-3.75179409,CC(C)OC(C)(C)C,CC(=O)N(C)C
-3.2142421800000003,CCCCC,CCCCCl
-3.8581053,CCCCCC,CCCCCl
-4.608510239999999,CCCCCCC,CCCCCl
-4.17750015,C1CCCCC1,CCCCCl
-3.5458593599999997,C(Cl)Cl,CCCCCl
-4.075109309999999,C(Cl)(Cl)Cl,CCCCCl
-4.28796234,C(Cl)(Cl)(Cl)Cl,CCCCCl
-3.44346852,CI,CCCCCl
-4.10370495,CCI,CCCCCl
-3.3929649299999998,CCOCC,CCCCCl
-4.67815446,CCCOCCC,CCCCCl
-4.12422924,CC(C)OC(C)C,CCCCCl
-4.800838980000002,C1COCCO1,CCCCCl
-3.6208076099999995,CC(=O)C,CCCCCl
-3.63164628,CC#N,CCCCCl
-4.57161264,CCN(CC)CC,CCCCCl
